Number ,Date,Rating ,Label ,User,Review
475,9 Februari 2023,1,Negative,Pitstop ALOHA,Dikala meteran rumah saya muncul tulisan PERIKSA Kenapa aplikasi pln mobile gak bisa digunakan untuk pengaduan ya.... Satu bintang dulu karna masih gak bisa berfungsi dengan baik.
476,3 Maret 2023,5,Possitive,Rezel Syafi'i,"Sekarang urusan listrik dirumah menjadi lebih mudah. Beli token, pasang baru, tambah daya & pengaduan gangguan semua lengkap tersedia di PLN Mobile. PLN Terbaik.👍👍👍"
477,23 Februari 2023,5,Neutral,Tedy Triyo,"App pln mobile terhapus,saya install lagi knp gk bisa ya,di minta masukan kode otp tapi gk ada kiriman kode otp lwt sms dan nomer sdh terdaftar,gimanah caranya spy saya bisa pakai applikasinya lagi."
478,20 Februari 2023,5,Possitive,Rival doc,"Sangat Membantu dan Memudahkan dalam hal yang menyangkut dengan kelistrikan, apakah tambah daya, Laporan Gangguan, Pembelian Token Listrik, Informasi dll. Intinya penggunaan cepat dan Gampang di gunakan 😁"
479,24 Februari 2023,5,Possitive,Galuh Mukti,"Modal jempol , satsetsatset petugas datang tangani semua beres. keluhan, tambah daya, pasang baru, lewat aplikasi PLN Mobile aja, sangat membantu dimanapun mantap👍😎"
480,14 Maret 2023,5,Possitive,biu cell,"Pelayanan pln luar biasa,pln mobile sgt mempermudah.petugas bagian pemasangan kwh meter pelayanan cepat,ramah baik.tanpa biaya tambahan.terimaksi pln,semoga selalu melayani dengan baik."
481,19 Februari 2023,5,Possitive,Dewi Purwati,Apk pln mobile sangat membantu. Awalnya saya topup selalu melalui mbanking lalu lupa capture transaksi .lalu chat Cs di apk pln mobile ini dan sangat responsif mengirim token transaksi sy.semoga bisa dipertahankan
482,17 Februari 2023,5,Possitive,julian windarti,"mantaaaaaapp,,, aplikasi ini sangat² lah membantu dalam pelaporan gangguan listrik dan akses² ke pelayanan PLN jd lebih mudah,."
483,5 Maret 2023,1,Negative,Herdi Yansyah,"Aplikasi bapuk, eror terus untuk penukaran baterai motor listrik,sudah beli paket saldo udh kepotong tp paket kosong... aplikasi sekelas pemerintah masa begini sih,,,tolong diperbaiki kualitasnya,tolong permudah kami yg kerja di jalanan,klo perlu ganti orang IT nya dengan yg ngerti dan paham biar gk eror mulu,bukan sekali atau dua kali tp ini terus menerus..."
484,27 Maret 2023,5,Possitive,Yogha Yogha,"Terkadang ada beberapa kendala yang dialami oleh sebagian pelanggan PLN, misalnya saja kilometer yang bermasalah, aliran listrik tidak stabil dll. Jadi jika mengalami kendala yang berkaitan dengan listrik di rumah anda, maka kalian tidak mesti capek-capek datang ke kantor, melalui aplikasi PLN Mobile kalian bisa melakukan pengaduan."
485,2 Februari 2023,5,Possitive,Serly Suhanda,"Aplikasi super yang membawa kemudahan dan kecepatan layanan kepada pelanggan, di mana pun dan kapan pun bisa. Dengan aplikasi PLN mobile , semua jadi mudah"
486,8 Maret 2023,5,Possitive,Roy Moniyung,"Aplikasinya bagus,gampang dan mudah di mengerti.untuk pembelian token dan tambah daya udh gak repot lagi, klik aja di PLN mobile.semuanya sudah ada."
487,20 Januari 2023,5,Possitive,Marlin Leni,"Aplikasi sangat membantu dalam permasalahan keluhan listrik. Penanganan cepat, cara menanggapi keluhan sangat baik, sistem kerja baik👍"
488,8 Maret 2023,5,Possitive,Saepul Anwar,Pelayan mudah di akses..sangat membantu..aplikasi mudah di pahami.. Rekomendasi lah pokoknya
489,28 Februari 2023,5,Possitive,Ayu Eri Krisnawati,"Aplikasi pln mobile sangat membantu, pelaporan gangguan ditangani sangat cepat, tambah daya jg 2 hari sudh bisa diupgrade. Terima kasih PLN"
490,3 Maret 2023,5,Possitive,Devy nugraha,"App nya sangat membantu ,bisa beli token listrik,dan untuk pengaduan apabila gangguan respon nya sangat cepat,terimakasih PLN mobile"
491,10 Februari 2023,5,Possitive,Ricky Nugroho,"Aplikasi yang sangat bermanfaat, Menunya jg komplit mulai dr pelaporan gangguan, informasi gangguan, informasi pemadaman dll.. Top Markotop 👍"
492,30 Januari 2023,5,Possitive,Anang Sujana,"mudah difahami, sangat membantu perihal kebutuhan kelistrikan baik pasang baru, gangguan, atau keluhan serta tampilan menarik dan informatif"
493,17 Februari 2023,5,Possitive,Dnd Saepudin,"Pln mobile semakin jooos menangani setiap pelayanan pelanggan baik baca meter, komplen gangguan serta melihat history pembayaran / pemakaian listrik.....pln mantaaaaap...Surantap...Pln lebih baik lagi."
494,26 Januari 2023,1,Negative,Sara Mardania,Saya Arnes. Saya sudah melaporkan kerusakan meteran listrik di rumah saya. tetapi tidak ada kelanjutan informasi mengenai perbaikan. Sudah hampir sebulan tidak ada petugas menghubungi untuk perbaikan meteran listrik PLN.
495,7 Januari 2023,1,Negative,Elfian Zafran,"Jangan mau install aplikasi ini, sangat2 merugikan. Tadi saya beli token melalui pembayaran M-Banking virtual account pembayaran berhasil saldo saya sudah terpotong tapi di aplikasi PLN mobile statusnya menunggu pembayaran sedangkan untuk pembayaran ada batas waktunya maksimal 3 jam jadi setelah 3 jam akhirnya kadaluarsa dan token saya tidak muncul, saya rugi sekali sudah menghubungi call center tp responnya berbelit-belit tidak ada penyelesaian. Brengsek!!!!"
496,25 Januari 2023,5,Possitive,ipo indrianto,"Hadirnya aplikasi PLN Mobile ini sangat membantu memudahkan dalam pelayanan secara lebih cepat, tepat dan praktis. Terutama layanan gangguannya yang sangat sigap direspons dan segera ditindaklanjuti dengan memperhatikan durasi padam yang dirasakan pelanggan. PLN Memang Tetap yang Terbaik."
497,19 Februari 2023,5,Possitive,Muh Hidayat,Aplikasinya bisa membantu mendapatkan info seputar pemasangan migrasi dan bisa juga sebagai tempat pengaduan. Aplikasi nya sangat membantu pokoknya
498,4 Maret 2023,4,Neutral,Arno IS,"Saya sudah lama menggunakan aplikasi ini, baru bulan maret ini. Ada tambahan biaya layanan 1.750. Per transaksi. Sepertinya pln tidak punya dana sampai ada pungutan dari apk."
499,26 Maret 2023,5,Possitive,Ahmad Budiman,Sangat membantu laporan gangguan listrik dirumah... Respon petugas juga cepat.. aplikasi yg sangat usefull....
500,21 Februari 2023,5,Possitive,ZEIN MUZACKI,"Aplikasi ini sangat membantu,memudahakan untuk melaporkan masalah listrik. Dan ada informasi masalah pemadaman, fitur perbahan daya ,pasang baru,migrasi.👍👍"
501,4 Februari 2023,5,Possitive,Azkhan Hamdi,"Aplikasinya sangat membantu saat tejadi gangguan listrik dirumah bisa langsung dilaporkan via app dengan respon yg cepat, pembelian token pulsa juga terekap baik riwayat pengisiannya, pokoknya mantap Terimakasih PLN"
502,16 Januari 2023,1,Negative,Awiee Wie,Iconnet sudah 4 hari tidak ada internet sudah bikin pengaduan dan katanya sudah dibenerin tp sampai skrg internet masih mati.. Niat gk sih bikin jaringan wifi klo gk niat mendingan jgn masih bnyk wifi merk lain yg pengaduan nya on point
503,28 Maret 2023,5,Possitive,Raya Kynan,"PLN mobile sungguh praktis dan mudah digunakan apalagi saat ingin tambah daya, prosesnya cepat, semoga semakin berkembang👌"
504,29 Maret 2023,1,Negative,velencia avisha,"Kalau listrikqu bukan bagian dari PLN, jangan digabung dalam aplikasinya.. Mau ajukan pembatalan utk listrikqu, di tolak oleh petugas Call Centernya.. mana ga sopan lge bicaranya.."
505,11 Februari 2023,5,Possitive,Sachowi Yahuu,"Aplikasi sangat membantu saat listrik kita bermasalah , karna tidak perlu repot repot daten yg ke kantor PLN. Kita bisa mengetahui apabila ada Masalah listrik."
506,24 Januari 2023,5,Possitive,Adi Iswanto,"Aplikasi PLN Mobile ini sangat membantu dalam hal informasi jika ada pemadaman yang diakibatkan gangguan maupun pemeliharaan jaringan, informasi Pasang Baru, Tambah daya dan Pasang Sementara, selain itu juga mempermudah pelanggan untuk melakukan pengaduan."
507,19 Maret 2023,5,Possitive,Fajar Andhika Yugowiyanto,"Alhamdulillah sangat membantu sekali untuk pelanggan, adminnya merespon dengan cepat,ramah dan baik serta langsung memberi penjelasan dan arahan terkait kendala yang saya alami. Terimakasih PLN.Tingkatkan terus kualitas pelayanan nya.🌟🌟🌟🌟🌟"
508,15 Maret 2023,5,Possitive,Eny Bhetriex,"Hi PLN, usulan aja nich, kalau bisa ditambah Fitur isi token via mobile tanpa harus pencet"" KWH agar lebih memudahkan pelanggan dlm mengisi ulang token, apalagi kalau pas kita bepergian tidak ada orang dirumah, biar kita bisa ngisi token kapan aja dan dimana aja gitu ☺️ jadi kita tidak takut listrik kehabisan token, semoga ini menjadi pertimbangan buat PLN 🙏"
509,28 Februari 2023,3,Neutral,Dani Ramdani,APP KASINYA BAGUS. sistem Punglinya juga bagus. maen Bersih. untuk pemasangan baru Listrik. Harus Registrasi nomor NIDI & SLO. Untuk mempermudah pengguna Regis nidi & Slo dicantumkan Nmr orang orang Terkait didlm App kasi. disitu oknum bermaen. Busuk...
510,30 Maret 2023,5,Possitive,Dani Mamanya,Apkasi membantu sekali bagi masyakart (pelanggan) Krena keluhan atau gangguan listrik plggn tanpa harus ke kntor serta plggn dapat melihat dan mengecek sttus laporan mereka... Yg lbh pentg bukan fitur gangguan namun ada fitur yg tak kalah ungguh yaitu fto swacam.layanan tambah daya pasang kwh meter baru.. Pokoknya PLN MOBILE is the best....👍👍👍⚡⚡⚡
511,6 Februari 2023,5,Possitive,Fiatra Dp,"Aplikasi nya keren sangat membantu dan mudah pahami fitur fitur banyak simple nggak ribet, mempermudah kita mantap"
512,30 Januari 2023,5,Possitive,enk stein,"Saran untuk call center 123 via telpon untuk bisa bebas pulsa atau layanan untuk panggilan sekali berbayar, jadi untuk sekali panggilan layanan call center PLN 123 dikenakan tarif sekali panggilan,misalnya Rp.5000 per sekali panggilan untuk layanan keluhan, Saya rasa akan sangat membantu untuk pelanggan yang tidak mengerti atau tidak memiliki ponsel android untuk mengunduh layanan PLN mobile"
513,16 Februari 2023,5,Possitive,Chigo TV,Sangat membantu waktu abis beli token via ATM tapi struk gak keluar.. ternyata riwayat transaksi dan nomor token bisa dilihat di aplikasi ini.m
514,8 Februari 2023,5,Possitive,Endah Trianingtyas,"Mempermudah dan mempercepat penanganan gangguan, fitur²nya lengkap dan mudah penggunaannya"
515,27 Februari 2023,1,Neutral,Indra Budiman,"Susah foto swacam, kotak kuning nya gak stabil sering lari2 sendiri, gak bs diperbesar, apalagi posisi meteran agak tinggi,"
516,21 Februari 2023,1,Negative,COVID -19,"Sudah kedua kalinya saya memohon proses tambah daya lewat aplikasi ini, selalu saya menunggu 10 hari untuk ditindaklanjuti, namun tiba hari ke 11, belum juga ada tindak lanjut. Kemudian di saya buat pengaduan, pasti hari itu juga langsung di telepon dari pihak PLN setempat. Kenapa harus buat pengaduan dulu, baru dikerjakan? Apakah saat saya mengajukan, tidak langsung di proses dalam beberapa hari kerja. Tolong dong, yang sudah baik jangan dijelekkan akibat oknum yang tidak tanggap."
517,17 Januari 2023,5,Possitive,Hendra Alam Ariwibowo,"sekarang ga ribet lagi untuk pengaduan kendala, penanganan juga cepat karna ada target batas waktu closing pengaduan. mantapp !!"
518,24 Februari 2023,5,Possitive,Yosefa Biabi,Aplikasi ini bagus karena bisa membantu dan mempermudah ketika pulsa listrik habis tidak perlu lagi ke kios untuk membeli pulsa listrik tinggal membelinya lewat aplikasi PLN mobile 👍
519,17 Januari 2023,5,Possitive,Nesky Arifja,"Aplikasinya sangat membantu, laporan gangguan via aplikasi ini aja gak perlu ke kantor PLN, penanganan laporan gangguannya cepat, terimaksih pak PLN"
520,24 Februari 2023,5,Possitive,Alicia Sheilani,"PLN sekarang makin canggih ya, sudah ada apk nya juga dan lebih praktis. Semoga aplikasi ini lebih stabil, ringan dan fungsional. Salutt !!"
521,11 Januari 2023,1,Negative,Radzi Nugraha Purba,"CS PLN sudah telpon berkali-kali, tapi tetap tidak ada penyelesaian. sudah lebih dari 4x 24 jam, tidak ada penyelesaian yang jelas. report melalui email dan aplikasi, sama-sama TIDAK BERGUNA, balasan nya hanya template ""akan diteruskan ke tim terkait"" tanpa ada kelejasan progress. case: pembayaran sudah terpotong tapi status di aplikasi tidak terbayar. Sudah konfirmasi ke HALO BCA, bahwa pembayaran sudah berhasil."
522,2 Februari 2023,5,Possitive,Risman Toni,"aplikasi yg sangat membantu,,mudah di pahami,,pengaduan kelistrikan cepat di tanggapi..pelayanannya sangat memuaskan...kereeen buat PLN MOBILE...👍👍👍"
523,28 Maret 2023,5,Possitive,yoga dwi bagas,"di mudahkan segala cara hal,dari berbagai laporan gangguan tambah daya, pasang baru,pln top markotop👍👍👍"
524,19 Januari 2023,5,Possitive,hanna fransisca,"Applikasi yang sangat mudah digunakan, banyak fitur dan respon pengaduan sangat cepat. Bermanfaat sekali"
525,20 Januari 2023,5,Possitive,Mulyadi Imoenxs,"Sangat membantu sekali,,respon nya cepat..., terus tingkatkan pelayanan dengan terbaik,,, aplikasi nya mantap."
526,27 Januari 2023,3,Neutral,AL Arif,"Sebelumnya aplikasi ini berfungsi dengan baik... Namun setelah pindah ke android 13, tidak bisa lagi mencatat meter listrik mandiri. Muncul pesan ""platform exception No available camera"""
527,25 Januari 2023,3,Neutral,fuad wkngk,"Aplikasi ini awalnya lancar bagus dan bermanfaat, mulai bulan januari kok jadi lemot minta, selalu muncul notif sedang perbaikan server"
528,27 Februari 2023,1,Negative,Benny Candra,"Mengecewakan beli paket untuk Penukaran batrai viar saldo saya sudah dipotong paketnya masih belum masuk juga,sudah 3 kali seperti ini.ini baru satu bagaimana dengan driver grab yang lain"
529,26 Januari 2023,5,Possitive,Ika Septi Nurlia,"Saya pasang baru pakai pln mobile, mudah banget. Sat set bisa langsung transfer, beres deh. Tinggal nunggu diproses pemasangannya."
530,17 Januari 2023,5,Possitive,Of,"Pelayanan nya bagus, cepat ditanggapi walaupun di tengah malam, pengisian token pun menjadi sangat mudah karena aplikasi PLN MOBILE Trimakasih PLN🙏🙏"
531,13 Januari 2023,1,Negative,Ujang Banjar,Untuk aplikasinya bagian pengaduan ganguan gagal terus cuma ada tulisan MUAT ULANG coba beberapa kali juga sama padahal jaringan pakai wifi tolong di perbaiki
532,4 Januari 2023,5,Possitive,Aliya,Untuk apl nya lumayan bagus bisa memudahkan dan saat pengaduan respon nya juga lumayan cepat tapi sayang nya pada apl nya setelah di update ke versi terbaru saat ingin cek idpel alamat nya tidak tampil lengkap yang tampil hanya bintang bintang jadi saya merasa kesulitan untuk mengetahui nama dan alamat pada idpel yg saya cek mudah mudahan kedepan nya bisa di perbaiki lagi
533,11 Maret 2023,1,Negative,Irfan Kopites,Ini kenapa sudah 3 hari utk menu electric vehicle gk bisa .. Saya pengguna motor listrik Viar mau tukar baterai jadi gak bisa2..tolong di perbaiki kak sampai kapan bsa nya
534,28 Februari 2023,5,Possitive,Zens Zainal,"Aplikasi nya bagus, sangat membantu utk info gangguan, swacam baca meter mandiri, tambah daya dll. Pokok ny super👍👍👍"
535,18 Januari 2023,5,Possitive,Luthfi Yuanda,"Aplikasi PLN Mobile sangat membantu, bisa tau info pemadaman, tambah daya, pasang baru, tagihan, pengaduan dan banyak lagi fiturnya. PLN terbaik 👍👍"
536,13 Januari 2023,3,Negative,joko sulistyo,2 hari eror mlulu buat mcb game e. Payah. Udah tak coba tapi tetap saja. Muncul tulisan erorsistemjaringan Jadi bukan hp nya tapi sistem d apk pln
537,7 Februari 2023,5,Possitive,Enda Alfaridzh,"Aplikasi semakin keren, penambahan fitur gak bikin pusing krna dari interface juga tidak asing bagi pengguna aplikasi serupa, tentunya penggunaan yang semakin mudah dipahami, mantap, lanjutkan !!!"
538,4 Februari 2023,5,Possitive,Abdullah Mancora,"Semua semakin mudah dengan PLN Mobile. Beli token bisa, lapor gangguan bisa, mau pasang baru bisa, tambah daya bisa, pokoknya semua bisa disini dan respon baliknya cepat. Jadi Bapa Mama basodara semua ayo pakai PLN Mobile."
539,21 Februari 2023,5,Possitive,Lukman Ardiansyah,"Penanganan lapor gangguan responnya cepat ,, petugas ramah ,, jadi mudah urusan listrik setelah ada pln mobile ,, top dah pokoknya , thank you PLN 💪💪💪👍mantap"
540,2 Februari 2023,5,Possitive,Dera Ruliana,"Sangat membantu ketika mengalami gangguan, respon bisa lebih cepat. Dan fitur lainnya. Terim kasih"
541,16 Maret 2023,5,Possitive,Lina Rahmawati,Aplikasi keren fiturnya banyak dan sangat membantu untuk pelaporan gangguan dengan respon penanganan sangat cepat dilakukan
542,8 Februari 2023,5,Possitive,Suparto,"Aplikasi yg sangat membantu dan memudahkan. Sy pernah mengajukan migrasi dari pasca bayar ke pra bayar, proses mudah dan cepat. Thanks PLN"
543,1 Maret 2023,1,Negative,Ari Ginanjar,"Beli token di sini gagal tapi saldo sudah terpotong, sudah komplain via telphone dan kirim bukti via email tapi tetap saldo tidak kembali, kecewa."
544,3 Maret 2023,5,Possitive,Satori S4tori,Aplikasi yg sangat membantu sekali dalam kehidupan masa kini yang serba cepat dan tepat. Apapun masalah yang berhubungan dengan kelistrikan / PLN maka PLN Mobile solusi nya. Bravo PLN Mobile.....
545,21 Januari 2023,5,Possitive,Danang Wahyu,"Aplikasinya sangat membantu tanpa harus datang ke kantor PLN langsung, bisa cek tagihan listrik, info pemadaman, permohonan pasang baru ataupun tambah daya, 👍👍👍"
546,28 Maret 2023,5,Possitive,Wanjay,"Keren abis, promo nya banyak. Gampang lagi pake aplikasi nya. Terimakasih PLN, semoga selalu terang benderang."
547,10 Februari 2023,2,Neutral,Bukan Kaleng Kaleng,"masih banyak bug tolong perbaiki,, dan suka erro sudah isi token,, biar pelanggan betah pake app ini,, kalo ada update tan di tambah bintang nya"
548,8 Maret 2023,5,Possitive,Arry Stuki P,"Aplikasi nya bs menjangkau semuanya mulai dari transaksi , berita terkini dan laporan gangguan lain lainnya tindakan cepat tepat akurat the best pokoke PLN ,, Satu Hati lah....."
549,7 Maret 2023,5,Possitive,Trans Phone,"Aplikasi ini sangat di butuhkan di zaman modern saat ini,karna kebutuhan kita dapat terpenuhi dengan cepat dan gampang,intinya aplikasi ini kereen bangeett🔥🔥❤️"
550,9 Februari 2023,1,Negative,Entong Kampung,"Hallo gais, yang sudah pakai brimo dan BCA mobile atau lainnya, lebih baik transaksi listrik dan PDAM disana ya, aplikasi ini ribet, rubah data saja sulit, sering eror dll. Aplikasi mempersulit dan memakan waktu lebih dari 5:menit sekali transaksi. Kalau pakai mobile banking hanya 1 menit kurang sudah selesai. Terimakasih"
551,6 Februari 2023,5,Possitive,Rani Sitanggang,"Aplikasi ini sangat membantu bisa mengetahui info tentang pemadaman, tagihan, pasang baru, migrasi, tambah saya dan bisa juga untuk pengaduan juga."
552,24 Maret 2023,5,Possitive,Rizky Saputra,"Semakin canggih aplikasinya, mohon ditambahkan fitur pengecekan history pembayaran/pembelian pulsa.."
553,27 Maret 2023,5,Possitive,ade kurniawan,"Aplikasi sangat bagus, mudah di gunakan, semoga kedepan aplikasi bertambah fitur2 berguna lain"
554,8 Maret 2023,5,Possitive,Agus Wijayanto. R (T-LEX),Aplikasi nya sangat mudah dan sangat membantu serta respon dan penanganan dari Petugas Tehnik sangat cepat. T. kasih banyak yaaa PLN Mobile.
555,31 Januari 2023,5,Possitive,Yanry Tamonob,"Luar biasa,,mempermudah akses layanan PLN dengan fitur yang mudah dipahami serta respon pelayanannya juga cepat..PLN Mobile Mantap⭐⭐⭐⭐⭐"
556,27 Januari 2023,5,Possitive,Diva jaya Bawean,"dengan menggunakan PLN MOBILE, sangat membantu sekali. sangat mudah dan cepat sekali pelayanan nya.. Terimakasih... salam santun dari NGAWI"
557,1 Februari 2023,1,Negative,Agus Pratomo,"Aplikasi pengadaan undian kupon, pas kita terpilih dari salah satu undian gak ada tu notifikasinya di email/di telpon .. undian penipuan ,,,"
558,30 Maret 2023,5,Possitive,Nisa Apriliani,"Mempermudah permohonan, tambah daya dari luar kota tetep bisa mantaap pool,rumah nyokap dah nambah daya jadi ga jeglak jeglek lagii. Terima kasihh pln"
559,8 Maret 2023,4,Possitive,bob bob,"apk sangat membantu,kekurangannya penanganan kurang cepat,gak seperti masih ada cs selalu cepat ,mohon di maximalkan"
560,22 Maret 2023,2,Negative,Rizal Mada,Hallo PLN .. knpa ini meteran ga bsa hidup.. Sekali mati dr meteran lgsung ga bsa hidup. Apa yg mengganggu skrg
561,21 Maret 2023,5,Possitive,St Rabia,"Aplikasi nya sangat membantu, terutama di bagian pelosok, lebih memudahkan pelaporan/ layanan costumer service, terutama pembelian token listrikkk kerennnnnnn👍👍👍👍👍"
562,29 Maret 2023,5,Possitive,dwi widayanti,"Makin keren nih,gak perlu datang ke kantor bisa dapat update info tentang pasang baru,tambah daya,dll..sukses selalu PLN"
563,28 Maret 2023,5,Possitive,Adhi KJ,"Aplikasi yg sangat sangat membantu dan bagus, mempermudah pelayanan mengenai kelistrikan.. terimakasih PLN"
564,16 Januari 2023,1,Neutral,Anar Manalu,"Tukar baterai viar q1 malah dapat baterai yang gak terbaca, padahal di spbklu indikatornya full 100%. Tukar baterai di spbklu pondok gede UP3"
565,9 Februari 2023,5,Possitive,Riza Mochammad,"Wow mantap promonya, pas banget kebutuhan rumah sudah naik. Mumpung ada promo tambah daya nih. Makasih pln, ditunggu promo2 yg lain ya"
566,15 Januari 2023,2,Negative,Sukaku_FX_YT,Perlu perawatan sistem yg lebih baik. Terlalu sering gangguan sistem Ganti baterai jadi terganggu.
567,17 Januari 2023,5,Possitive,Rendi Fabiola,"Alhamdulillah PLN Mobile semakin lengkap fiturnya.. Selalu pakai ini untuk beli token, daftarin Pasang baru dan tambah daya tetangga..."
568,26 Januari 2023,5,Possitive,Arip Hakim,"Terima kasih PLN mobil, kini semuanya ada di aplikasi PLN mobile, (informasi tagihan, pembayaran, serta keluhan). membuat semuanya semakin mudah..."
569,24 Januari 2023,1,Negative,Iyus Yus,"Kasih 1 bintang dulu. Ini mau daftar aja susah masuknya. Ada notif sedang gangguan terus, kapan bisa daftarnya. Pake metode apapun buat daftar susah, selalu sedang ada gangguan. Tolong benerin dl aplikasinya"
570,25 Januari 2023,5,Possitive,Saeful Rohim,Keren bngeet setlah instal dan sya buka akun real cepat dan lancar tmpilan nya tertata rapih . Bayar listrik dan yang lain juga bisa .pkonya mntap
571,8 Maret 2023,5,Possitive,Suci Lia Usna Heksa,"Adanya aplikasi PLN Mobile memper mudah dan mempercepat utk melaporkan ganguan, mengisi token dan fitur nya banyak mudah dimengerti, Terimakasih🙏"
572,20 Januari 2023,5,Possitive,Tiara Bilqis,"Aplikasi ini sangatt bagus ,membantu dan memudahkan dalam mengisi token , membayar uang listrik secara online dan dapat tau selebihnya tentang PLN Mobile"
573,19 Januari 2023,5,Possitive,Heru Septian,"PLN Mobile Praktis dan Simple, semua kebutuhan masalah kelistrikan dalam satu genggaman. Good Job, Tingkatkan lagi kualitas pelayanan nya👍"
574,19 Februari 2023,5,Possitive,M.TifatuL MursaliN,"Aplikasi mempermudah kita untuk membayar listrik prabayar,pokok nya canggih deh apa² udah melalui hp dan tidak ribet. Aplikasi nya mantapp🤙🤙"
575,9 Februari 2023,5,Possitive,Khayriry Saputra Saputra,"Wow,keren.aplikasi nya sangat membantu sekali.bisa mengetahui ada nya gangguan listrik.dan juga bisa membantu dalam pembelian token listrik...👍👍👍"
576,13 Maret 2023,5,Possitive,Yuliana Tawa,"Aplikasi bagus, sangat membantu kami. Saat ada gangguan. & respon petugas cepat."
577,15 Maret 2023,4,Possitive,Fiqih Mudjiono Putro,"aplikasinya suda keren pelayanan sat..set.., tapi saat pengaduan chat live mau kirim foto meteran yg rusak selalu keluar sendiri, tolong diperbaiki lagi"
578,6 Maret 2023,5,Possitive,Muhammad Iklil,"Aplikasinya bagus, bisa untuk tambah daya, pasang baru,pesta. Aplikasi jaman kini dan transparan"
579,15 Februari 2023,5,Possitive,Ahmad lio Susilo,"Aplikasinya bagus sangat membantu dalam mempermudah pembelian token dan sebagainya, terimakasih kami sangat puas dan merasa sangat terbantu dengan adanya aplikasi ini💓."
580,28 Januari 2023,1,Negative,Ikhsan Dayonaa,"Menu pengaduan pada aplikasi menurut saya hanya gimmick, pengalaman saya berulang kali membuat pengaduan sampai 3 kali di tgl dan nomor pengaduan yg berbeda yaitu mengenai saya (pelanggan pasang baru) minta digeser kabel yg baru beberapa hari dipasang dikarenakan tetangga komplain kabel SR melintang melewati tanah bangunanya. Tidak ada sama sekali pihak PLN yang menghubungi sy apalagi meninjau kelapangan. Tiba2 status pengaduan selesai padahal sy selalu pantengin status pengaduan tsb ! PARAH !"
581,3 Februari 2023,5,Possitive,dave ronald,Sangat mempermudah dalam pembelian token dan pelaporan. Namun perlu perbaikan di sistem jaringan pln mobile yang sering gangguan dan penyambungan sementara yang agak lebih rumit alur permohonannya. Semoga aplikasinya makin oke ke depannya.
582,29 Maret 2023,5,Possitive,Diah Suci,"Punya aplikasi pln mobile memang bikin mudah kita apabila kita sedang membutuhkan pelayanan dibidang kelistrikan,,,"
583,3 Februari 2023,3,Negative,SiS Ka,"Di daerah saya apk ini tidak begitu berguna untuk pemasangan baru, karena sulitnya pemasangan instalasi dan NIDI lewat online. Padahal itu sangat di butuhkan untuk mendaftar pemasangan baru lewat apk ini. Para jasa instalasi hanya mau mereka yg mendaftarkarkannya dan kita di suruh bayar dg harga sangat tinggi, bisa - bisa daya 900 VA diminta lebih dari 2 jt. Mohon agar Apk ini benar"" bisa dan mudah dalam proses pemasangan baru. Terimakasih."
584,7 Februari 2023,5,Possitive,Sandy Peksi,Terimakasih banyak PLN Mobile. Berkat aplikasi ini bisa tau pemakaian listrik rumah. Jadi bisa lebih tau yg dihemat yang mana. Semoga lebih bagus lagi:)
585,2 Maret 2023,2,Negative,Mr Junior,"Selalu pembayaran kadaluarsa pas baru mau proses, udah coba pembayaran link aja dan shopee pay, sama aja...baru transaksi udah kadaluarsa 😬"
586,12 Januari 2023,1,Negative,DIANA ata thea,Saya kecewa udah capek capek ngumpulin point eh pas mau ditukerin keterangan nya anda melebihi batas penukaran. Padahal ya saya belum pernah menukarkan point. Udah pengaduan capek2 ngga ada solusi malah suruh tukerin pake voucher yang lain
587,5 Januari 2023,5,Possitive,Kurnia Seputri,"Aplikasi PLN Mobile sangat membantu, apalagi fitur tracing gangguan.. klo terjadi gangguan listrik seperti padam maka bisa langsung ke tracing dan cepat pula penanganannya.. terima kasih pln"
588,17 Januari 2023,5,Possitive,Syamsi Syam,"sangat bagus sekali...,dan cepat sekali jika jika melaporkan gangguan listrik di rumah kami. dan sangat membantu sekali dgn ada nya aplikasi PLN Mobile."
589,19 Januari 2023,5,Possitive,Irva Putri Hapsari,"Aplikasi yang membantu sekali, ada info padam, bisa cek tagihan, riwayat tagihan, terutama info padam sih yg teramat sangat membantu ❤️❤️"
590,16 Februari 2023,5,Possitive,Unu Thea Ujang Nurdien,Alhamdulillah Sekarang PLN jauh lebih baik.. karna dengan adanya layanan ini pengaduan ganguan bisa di respon cepat dan langsung di tangani oleh pihak PLN terdekat. Terimakasih
591,23 Februari 2023,5,Possitive,Aulia Rahman,"Mantap sekarang pasang baru sudah bisa ngelayani slo sama nidi jadi gak ribet cari instalatir kaya dulu lagi , tks pln mobile terus berinovasi dan membuat semua menjadi semakin mudah"
592,14 Januari 2023,5,Possitive,Rici Sugianto,"Terima kasih atas adanya aplikasi pln mobile semua pelayanan menjadi mudah untuk di akses ,dan untuk pelayanan nya baik untuk petugas di kerjakan secara profesional .... Thanks buat aplikasi pln mobile 👍👍👍👍👍"
593,31 Januari 2023,5,Possitive,sasuke uchiha,"Mantap, aplikasinya mempermudah saya sebagai pelanggan untuk top up pulsa sendiri dan dapat terpantau secara langsung. Disediakan juga fasilitas catat meter sendiri, sehingga pelanggan dapat melihat berapa listrik yang digunakan beserta tagihannya"
